method,n_iv,beta,se,pvalue,gene_symbol,ensembl_gene_id,outcome,or,or_ci_lower,or_ci_upper,egger_intercept,egger_intercept_p,cochran_q,cochran_q_p,steiger_direction,steiger_p,n_iv_preharm,n_iv_postharm,n_palindromic,n_removed,outcome_scale_original,outcome_scale_used,ukb_rescaled
Inverse variance weighted,4,0.22254629548216,0.285915030525891,0.43635377799593,DDR1,ENSG00000204580,UKB_hyperthyroid,1.24925365311214,0.713304297894788,2.18789469574206,0.285015708226711,0.0886292547227924,32.8718837830583,3.42743435395548e-07,,,4,4,0,0,LMM_binary,log_odds,TRUE
MR Egger,4,-0.774080094257537,0.349374359121465,0.157075953196177,DDR1,ENSG00000204580,UKB_hyperthyroid,0.461127780042359,0.232502607692569,0.914565353210834,0.285015708226711,0.0886292547227924,32.8718837830583,3.42743435395548e-07,,,4,4,0,0,LMM_binary,log_odds,TRUE
Weighted median,4,-0.0120210469967521,0.120488656149393,0.920527625668386,DDR1,ENSG00000204580,UKB_hyperthyroid,0.988050917138644,0.780220417211733,1.25124207637031,0.285015708226711,0.0886292547227924,32.8718837830583,3.42743435395548e-07,,,4,4,0,0,LMM_binary,log_odds,TRUE
Weighted mode,4,0.0290096545696681,0.595695863540715,0.9642201358827,DDR1,ENSG00000204580,UKB_hyperthyroid,1.02943453317457,0.320281738422927,3.30876016631641,0.285015708226711,0.0886292547227924,32.8718837830583,3.42743435395548e-07,,,4,4,0,0,LMM_binary,log_odds,TRUE
Wald ratio,1,-0.0674370755368569,0.0881629845898056,0.444322930058925,DEAF1,ENSG00000177030,UKB_hyperthyroid,0.934786539706593,0.786441825651777,1.11111317622563,,,,,,,1,1,0,0,LMM_binary,log_odds,TRUE
Inverse variance weighted,4,0.043368008508898,0.0434086873597497,0.3177642282427,DEFA3,ENSG00000239839,UKB_hyperthyroid,1.04432214357774,0.959144997742299,1.13706347020936,0.0220717791083727,0.51615981076063,1.5730021480847,0.665526775031388,,,4,4,0,0,LMM_binary,log_odds,TRUE
MR Egger,4,-0.00602948934977837,0.0766545313119994,0.944466251936248,DEFA3,ENSG00000239839,UKB_hyperthyroid,0.993988651542713,0.855326192829519,1.15513057787607,0.0220717791083727,0.51615981076063,1.5730021480847,0.665526775031388,,,4,4,0,0,LMM_binary,log_odds,TRUE
Weighted median,4,0.0322341521290991,0.0464519808330888,0.487729766620045,DEFA3,ENSG00000239839,UKB_hyperthyroid,1.03275929978456,0.942884268982572,1.13120115201668,0.0220717791083727,0.51615981076063,1.5730021480847,0.665526775031388,,,4,4,0,0,LMM_binary,log_odds,TRUE
Weighted mode,4,0.0184804335929781,0.128902270906102,0.895088028560702,DEFA3,ENSG00000239839,UKB_hyperthyroid,1.01865225360997,0.791228864523668,1.31144408439821,0.0220717791083727,0.51615981076063,1.5730021480847,0.665526775031388,,,4,4,0,0,LMM_binary,log_odds,TRUE
Wald ratio,1,-0.0235686102853793,0.110551316064013,0.831177531669772,DEFA4,ENSG00000164821,UKB_hyperthyroid,0.976706960226657,0.786431865871127,1.21301860663861,,,,,,,1,1,1,0,LMM_binary,log_odds,TRUE
Inverse variance weighted,2,0.326993212926167,0.179813211164496,0.0689852938189925,DERL1,ENSG00000136986,UKB_hyperthyroid,1.38679206488823,0.974880206212202,1.97274723497497,,,0.420253188725319,0.516810735054995,,,2,2,0,0,LMM_binary,log_odds,TRUE
Inverse variance weighted,3,0.0888423040634901,0.0607594741029586,0.143687308760261,DGAT1,ENSG00000185000,UKB_hyperthyroid,1.09290829553921,0.970206576030815,1.23112806279358,-0.0123437641531827,0.881455001135631,1.39977405998791,0.496641406205066,,,4,3,1,1,LMM_binary,log_odds,TRUE
MR Egger,3,0.128173267076274,0.22039943852078,0.664665146435588,DGAT1,ENSG00000185000,UKB_hyperthyroid,1.13674994697436,0.738001344605647,1.75094591817674,-0.0123437641531827,0.881455001135631,1.39977405998791,0.496641406205066,,,4,3,1,1,LMM_binary,log_odds,TRUE
Weighted median,3,0.0969486637519242,0.0629842715745929,0.123742795926954,DGAT1,ENSG00000185000,UKB_hyperthyroid,1.10180380969543,0.973847548600549,1.24657256344063,-0.0123437641531827,0.881455001135631,1.39977405998791,0.496641406205066,,,4,3,1,1,LMM_binary,log_odds,TRUE
Weighted mode,3,0.113123135323456,0.16702135901257,0.568059584307454,DGAT1,ENSG00000185000,UKB_hyperthyroid,1.11976980767725,0.807155671086024,1.55346046258766,-0.0123437641531827,0.881455001135631,1.39977405998791,0.496641406205066,,,4,3,1,1,LMM_binary,log_odds,TRUE
Inverse variance weighted,2,-0.00548697175696573,0.0575522367333424,0.924045579186621,DGCR6,ENSG00000183628,UKB_hyperthyroid,0.994528054177711,0.888438940498184,1.11328534293182,,,0.465476409185343,0.495075626105893,,,2,2,0,0,LMM_binary,log_odds,TRUE
Wald ratio,1,0.754376855432936,0.575897214239372,0.190224324222587,DHCR7,ENSG00000172893,UKB_hyperthyroid,2.12628612679342,0.687714371828636,6.57408493728661,,,,,,,1,1,1,0,LMM_binary,log_odds,TRUE
Inverse variance weighted,4,0.0503399025606235,0.0293360221823877,0.0861664815887568,DHFR,ENSG00000228716,UKB_hyperthyroid,1.05162848684912,0.992866861548167,1.11386784792889,-0.0204506921452263,0.481678559822033,1.50358716705473,0.681442661864331,,,4,4,1,0,LMM_binary,log_odds,TRUE
MR Egger,4,0.0838335806032538,0.0488623532864552,0.22835161725345,DHFR,ENSG00000228716,UKB_hyperthyroid,1.08744790632477,0.988134327133958,1.1967431112327,-0.0204506921452263,0.481678559822033,1.50358716705473,0.681442661864331,,,4,4,1,0,LMM_binary,log_odds,TRUE
Weighted median,4,0.05613182643329,0.029576242341441,0.0577133723109278,DHFR,ENSG00000228716,UKB_hyperthyroid,1.05773711225709,0.998164078812935,1.12086561958483,-0.0204506921452263,0.481678559822033,1.50358716705473,0.681442661864331,,,4,4,1,0,LMM_binary,log_odds,TRUE
Weighted mode,4,0.0566004729994452,0.117242629470682,0.662301089821688,DHFR,ENSG00000228716,UKB_hyperthyroid,1.05823293329599,0.840973541081193,1.33161970788343,-0.0204506921452263,0.481678559822033,1.50358716705473,0.681442661864331,,,4,4,1,0,LMM_binary,log_odds,TRUE
Wald ratio,1,-0.136040133436365,0.19430234863607,0.483835741292567,DHFRL1,ENSG00000178700,UKB_hyperthyroid,0.872807603017403,0.596382680395,1.27735619582451,,,,,,,1,1,0,0,LMM_binary,log_odds,TRUE
Inverse variance weighted,2,0.0397460204955075,0.317351222505645,0.900331172816693,DHODH,ENSG00000102967,UKB_hyperthyroid,1.0405464631539,0.558633097949799,1.93818974556963,,,2.5141611191967,0.112827659857221,,,2,2,0,0,LMM_binary,log_odds,TRUE
Inverse variance weighted,6,0.0402160415878877,0.0569310442184067,0.479939945580807,DHRS1,ENSG00000157379,UKB_hyperthyroid,1.04103565689587,0.931118427589399,1.16392846153242,0.0118067313790809,0.855208277098081,6.84473515733252,0.232446021965901,,,8,6,2,2,LMM_binary,log_odds,TRUE
MR Egger,6,0.0194468048750156,0.124125641232756,0.883094277724077,DHRS1,ENSG00000157379,UKB_hyperthyroid,1.01963712569365,0.799443473164566,1.30047952480912,0.0118067313790809,0.855208277098081,6.84473515733252,0.232446021965901,,,8,6,2,2,LMM_binary,log_odds,TRUE
Weighted median,6,-0.0020246644779547,0.0658382539896086,0.975467242117421,DHRS1,ENSG00000157379,UKB_hyperthyroid,0.997977383772596,0.8771584393721,1.13543781125168,0.0118067313790809,0.855208277098081,6.84473515733252,0.232446021965901,,,8,6,2,2,LMM_binary,log_odds,TRUE
Weighted mode,6,-0.0212362286981013,0.138922588249242,0.884483150580664,DHRS1,ENSG00000157379,UKB_hyperthyroid,0.978987672268318,0.745630953439246,1.28537697909752,0.0118067313790809,0.855208277098081,6.84473515733252,0.232446021965901,,,8,6,2,2,LMM_binary,log_odds,TRUE
Inverse variance weighted,3,-0.0264394529798569,0.0858991824049708,0.758237315361644,DHRS12,ENSG00000102796,UKB_hyperthyroid,0.973907009217733,0.822997718492,1.15248783962777,-0.00768394648045698,0.914177483424707,0.113987652888733,0.944599900888562,,,3,3,1,0,LMM_binary,log_odds,TRUE
MR Egger,3,0.00704875606192365,0.261419988490639,0.98283876261327,DHRS12,ENSG00000102796,UKB_hyperthyroid,1.00707365701547,0.603303784003396,1.68107241748843,-0.00768394648045698,0.914177483424707,0.113987652888733,0.944599900888562,,,3,3,1,0,LMM_binary,log_odds,TRUE
Weighted median,3,-0.0233919693051228,0.0905628106865279,0.796178834768481,DHRS12,ENSG00000102796,UKB_hyperthyroid,0.976879501940055,0.81799825285912,1.16662053736074,-0.00768394648045698,0.914177483424707,0.113987652888733,0.944599900888562,,,3,3,1,0,LMM_binary,log_odds,TRUE
Weighted mode,3,-0.0128190963705931,0.170559027345242,0.946929247598839,DHRS12,ENSG00000102796,UKB_hyperthyroid,0.987262718275535,0.70672419875377,1.37916272941489,-0.00768394648045698,0.914177483424707,0.113987652888733,0.944599900888562,,,3,3,1,0,LMM_binary,log_odds,TRUE
Wald ratio,1,-0.11644323523016,0.132595461887464,0.379843782904629,DHRS13,ENSG00000167536,UKB_hyperthyroid,0.890080620764255,0.686375557922556,1.1542420214641,,,,,,,1,1,0,0,LMM_binary,log_odds,TRUE
Inverse variance weighted,3,-0.123667356107061,0.139048160012913,0.373796171525943,DHRS3,ENSG00000162496,UKB_hyperthyroid,0.88367374067124,0.672870930712357,1.16051867350726,-0.0282525594489208,0.82848836099768,2.3046530884729,0.31590095621105,,,3,3,0,0,LMM_binary,log_odds,TRUE
MR Egger,3,0.0756130290249252,0.746185849818345,0.935709051686833,DHRS3,ENSG00000162496,UKB_hyperthyroid,1.07854512773293,0.249845828682358,4.65590960109783,-0.0282525594489208,0.82848836099768,2.3046530884729,0.31590095621105,,,3,3,0,0,LMM_binary,log_odds,TRUE
Weighted median,3,-0.213865764355064,0.136818635008643,0.118021244724137,DHRS3,ENSG00000162496,UKB_hyperthyroid,0.807456767228048,0.617528357182288,1.05579998612098,-0.0282525594489208,0.82848836099768,2.3046530884729,0.31590095621105,,,3,3,0,0,LMM_binary,log_odds,TRUE
Weighted mode,3,-0.229708177849726,0.331712221458773,0.56022662889166,DHRS3,ENSG00000162496,UKB_hyperthyroid,0.79476549884228,0.414839271272652,1.52264320639708,-0.0282525594489208,0.82848836099768,2.3046530884729,0.31590095621105,,,3,3,0,0,LMM_binary,log_odds,TRUE
Inverse variance weighted,2,0.157396277177886,0.142929997829907,0.270804252834446,DHRS4,ENSG00000157326,UKB_hyperthyroid,1.17045934833855,0.884487835390251,1.54889081714577,,,0.00204007013631858,0.963974089513601,,,2,2,0,0,LMM_binary,log_odds,TRUE
Inverse variance weighted,2,-0.050428570096021,0.0695793150553365,0.468596935755638,DHRS4L2,ENSG00000187630,UKB_hyperthyroid,0.9508218433597,0.829606300389881,1.08974844740821,,,1.70910832895741,0.191101101135116,,,2,2,1,0,LMM_binary,log_odds,TRUE
Inverse variance weighted,2,0.108462251670073,0.117011679284283,0.353960147270262,DHRS7,ENSG00000100612,UKB_hyperthyroid,1.11456283485863,0.886139723159931,1.40186731322493,,,2.35788131358089,0.124651381570617,,,4,2,0,2,LMM_binary,log_odds,TRUE
Wald ratio,1,0.0614314584615697,0.179839935173934,0.732659735868412,DHRS7B,ENSG00000109016,UKB_hyperthyroid,1.06335760986446,0.747474704458383,1.51273267136978,,,,,,,1,1,0,0,LMM_binary,log_odds,TRUE
Inverse variance weighted,4,0.0145713135513931,0.0778064779460267,0.85144396131169,DHRS9,ENSG00000073737,UKB_hyperthyroid,1.0146779926625,0.871160208100034,1.18183936688185,-0.126069414800927,0.320751260923715,3.71483028596004,0.293949433490361,,,4,4,0,0,LMM_binary,log_odds,TRUE
MR Egger,4,0.45026657544089,0.340142053889426,0.316626398354404,DHRS9,ENSG00000073737,UKB_hyperthyroid,1.56873031473149,0.805403527967711,3.05550536458068,-0.126069414800927,0.320751260923715,3.71483028596004,0.293949433490361,,,4,4,0,0,LMM_binary,log_odds,TRUE
Weighted median,4,0.043131282677626,0.0725393414391582,0.55211650014488,DHRS9,ENSG00000073737,UKB_hyperthyroid,1.04407495480933,0.905701201917328,1.20358956016887,-0.126069414800927,0.320751260923715,3.71483028596004,0.293949433490361,,,4,4,0,0,LMM_binary,log_odds,TRUE
Weighted mode,4,0.0556147835700541,0.304769334228533,0.866839689675223,DHRS9,ENSG00000073737,UKB_hyperthyroid,1.05719035819185,0.581739159353732,1.921224376051,-0.126069414800927,0.320751260923715,3.71483028596004,0.293949433490361,,,4,4,0,0,LMM_binary,log_odds,TRUE
Wald ratio,1,0.199674850596041,0.283723389675713,0.481578564383657,DKK2,ENSG00000155011,UKB_hyperthyroid,1.22100568433902,0.700176387758846,2.12925615209645,,,,,,,1,1,0,0,LMM_binary,log_odds,TRUE
Inverse variance weighted,6,0.00589297863561347,0.0543064653925472,0.913588459886232,DKK3,ENSG00000050165,UKB_hyperthyroid,1.00591037639229,0.904341980119436,1.11888611562636,0.00425124925216531,0.876536949457167,3.65011647818889,0.60080457756355,,,6,6,0,0,LMM_binary,log_odds,TRUE
MR Egger,6,-0.00446705150875052,0.0828558840596113,0.959589334776556,DKK3,ENSG00000050165,UKB_hyperthyroid,0.995542910926083,0.846314207837926,1.17108477952551,0.00425124925216531,0.876536949457167,3.65011647818889,0.60080457756355,,,6,6,0,0,LMM_binary,log_odds,TRUE
Weighted median,6,-0.000789666059794483,0.0611731233856304,0.989700626280226,DKK3,ENSG00000050165,UKB_hyperthyroid,0.999210645644396,0.886309569736015,1.12649343802806,0.00425124925216531,0.876536949457167,3.65011647818889,0.60080457756355,,,6,6,0,0,LMM_binary,log_odds,TRUE
Weighted mode,6,0.067675298980954,0.232353327838181,0.78254819677631,DKK3,ENSG00000050165,UKB_hyperthyroid,1.07001781619096,0.678590637454404,1.6872294779384,0.00425124925216531,0.876536949457167,3.65011647818889,0.60080457756355,,,6,6,0,0,LMM_binary,log_odds,TRUE
Wald ratio,1,0.257985103415722,0.274107693152059,0.346611830116254,DLD,ENSG00000091140,UKB_hyperthyroid,1.29431953754055,0.756338709148992,2.21496406966152,,,,,,,1,1,0,0,LMM_binary,log_odds,TRUE
Wald ratio,1,-0.24491564370617,0.17136024917538,0.15293405534653,DLK1,ENSG00000185559,UKB_hyperthyroid,0.782770567080813,0.559460847078959,1.09521473019459,,,,,,,1,1,0,0,LMM_binary,log_odds,TRUE
Wald ratio,1,0.292913744252078,0.202920207736182,0.148881858237085,DMKN,ENSG00000161249,UKB_hyperthyroid,1.34032717452259,0.90049572394564,1.99498663568573,,,,,,,1,1,0,0,LMM_binary,log_odds,TRUE
Wald ratio,1,0.071496056024621,0.0828978765266403,0.388434744482808,DMPK,ENSG00000104936,UKB_hyperthyroid,1.07411391441413,0.913032518370162,1.26361403118207,,,,,,,1,1,0,0,LMM_binary,log_odds,TRUE
Wald ratio,1,0.0851967275987555,0.357761270912533,0.811773685272828,DNAJB11,ENSG00000090520,UKB_hyperthyroid,1.08893126846166,0.540092226933215,2.19549782111593,,,,,,,1,1,0,0,LMM_binary,log_odds,TRUE
Wald ratio,1,0.0890140824963503,0.0955343929151493,0.351466216668312,DNASE1,ENSG00000213918,UKB_hyperthyroid,1.09309604973907,0.906437382203311,1.31819251656499,,,,,,,1,1,1,0,LMM_binary,log_odds,TRUE
Inverse variance weighted,2,-0.0933383633594501,0.0652074382712101,0.15231369225628,DNASE1L3,ENSG00000163687,UKB_hyperthyroid,0.910885237957553,0.801600485994608,1.035069128856,,,0.190256843033062,0.662702935240318,,,2,2,0,0,LMM_binary,log_odds,TRUE
Wald ratio,1,-0.0912379685986714,0.232120525598392,0.694273019540024,DNMT3A,ENSG00000119772,UKB_hyperthyroid,0.912800467203655,0.579149750289259,1.43866882876331,,,,,,,1,1,1,0,LMM_binary,log_odds,TRUE
Wald ratio,1,0.275674662419705,0.323919960598954,0.394737154310433,DNMT3B,ENSG00000088305,UKB_hyperthyroid,1.31741918832796,0.698228783160021,2.48570863824865,,,,,,,1,1,0,0,LMM_binary,log_odds,TRUE
