Gene Symbol,Gene ID,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
PTGS2,5743,Graves Ophthalmopathy,MESH:D049970,marker/mechanism,"Botulinum Toxins, Type A|Methylprednisolone|Rosiglitazone",8.48,7
SCD,6319,Graves Ophthalmopathy,MESH:D049970,marker/mechanism,Rosiglitazone,3.33,2
TSHR,7253,Graves Ophthalmopathy,MESH:D049970,marker/mechanism,,,1
FBXO32,114907,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Methylprednisolone|Rosiglitazone",14.32,6
CCL20,6364,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Methylprednisolone|Rosiglitazone",13.56,6
IL5,3567,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Prednisone|Rosiglitazone,12.96,6
FABP4,2167,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Prednisone|Rosiglitazone,12.34,6
CXCL2,2920,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Methylprednisolone|Rosiglitazone",11.93,6
CXCL1,2919,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Methylprednisolone|Rosiglitazone",11.62,6
MAPK1,5594,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Methylprednisolone|Prednisone|Rosiglitazone",11.43,7
IL4,3565,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Prednisone|Rosiglitazone,10.85,6
COXFA4L2,56901,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,10.63,5
NFKB1,4790,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Prednisone|Rosiglitazone,10.56,6
ABCB1,5243,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Prednisone|Rosiglitazone,10.47,6
TRIM63,84676,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Methylprednisolone",10.46,5
CSRP3,8048,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Rosiglitazone",9.94,2
AR,367,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Prednisone|Rosiglitazone,9.91,6
TNF,7124,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Methylprednisolone|Prednisone|Rosiglitazone",9.79,7
CCN5,8839,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,9.75,5
CCL17,6361,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Rosiglitazone",9.70,2
HTR3A,3359,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,9.64,5
PLA1A,51365,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,9.60,5
NID2,22795,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,9.58,5
LAMB2,3913,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,9.57,5
DLK1,8788,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,9.55,2
AMIGO2,347902,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,9.52,5
PPARG,5468,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Prednisone|Rosiglitazone,9.51,6
CXCL3,2921,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Methylprednisolone",9.47,5
ANKRD1,27063,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Rosiglitazone",9.45,2
HILPDA,29923,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,9.43,5
PYGM,5837,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,9.40,2
TGFB1,7040,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Prednisone|Rosiglitazone,9.33,6
GSDME,1687,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,9.30,5
GCG,2641,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,9.15,2
LAMB3,3914,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,9.15,5
LAMB1,3912,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,9.13,5
ISG20,3669,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,9.12,5
TNFAIP2,7127,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,9.07,5
BCL2A1,597,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,9.06,5
MMP10,4319,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.99,5
MUC5AC,4586,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.95,5
RGS4,5999,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.94,5
PLPP3,8613,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.84,5
CXCL5,6374,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Rosiglitazone",8.83,2
CCL11,6356,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,8.82,2
MARCKS,4082,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.81,5
ADORA2A,135,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.74,5
IFIT1,3434,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.69,5
HNF4A,3172,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,8.65,2
JAK1,3716,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.65,5
AKT1,207,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Prednisone|Rosiglitazone,8.61,6
COL4A1,1282,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.53,5
ISG15,9636,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.48,5
CYP27A1,1593,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,8.44,2
HSD11B2,3291,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,8.43,2
DIO2,1734,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.42,5
EDNRB,1910,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.42,5
MAP2K2,5605,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,8.42,2
MBP,4155,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.42,5
BGLAP,632,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.41,5
CD14,929,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Rosiglitazone",8.29,2
HSD11B1,3290,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.29,5
FOSL1,8061,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Rosiglitazone",8.28,2
VDR,7421,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,8.28,2
THBS1,7057,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.26,5
ITGB1,3688,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,8.24,2
IL12A,3592,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,8.18,2
CRP,1401,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Rosiglitazone",8.06,2
LCN2,3934,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Rosiglitazone",8.06,2
IL1RN,3557,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.05,5
MAPK3,5595,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Prednisone|Rosiglitazone",8.05,3
CXCR4,7852,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,8.03,5
BAX,581,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Prednisone|Rosiglitazone,8.02,6
FOXO1,2308,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,7.98,5
TLR2,7097,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,7.98,5
DDIT4,54541,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,7.96,5
IL17A,3605,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.96,2
MAP2K1,5604,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.87,2
TXNIP,10628,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,7.86,5
IL13,3596,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.85,2
PLAT,5327,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.85,2
CEBPA,1050,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.81,2
CXCL12,6387,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.80,2
RUNX2,860,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,7.80,5
SMAD3,4088,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.78,2
ASNS,440,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,7.77,5
PCK1,5105,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.76,2
IL12B,3593,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.59,2
GFAP,2670,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,7.57,5
ALPL,249,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,7.55,5
CCN2,1490,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,7.54,5
IL6,3569,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A|Methylprednisolone|Rosiglitazone",7.53,6
STAT1,6772,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,7.52,5
ABCC3,8714,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.47,2
ADIPOQ,9370,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.44,2
CPT1A,1374,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.44,2
SLC7A11,23657,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,7.38,5
ABCG2,9429,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,7.34,5
GSTM1,2944,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.26,2
INS,3630,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.25,2
RB1,5925,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.23,2
CDKN1B,1027,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.21,2
NR3C1,2908,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.20,2
SIRT1,23411,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,7.19,5
EDN1,1906,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,7.10,5
INS1,16333,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,7.03,5
MKI67,4288,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,7.00,2
IGF1,3479,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,6.96,2
GPX1,2876,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,6.86,5
FAS,355,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,6.80,2
HIF1A,3091,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,6.72,2
PCNA,5111,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,6.72,2
COL1A1,1277,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,6.66,5
PPARA,5465,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,6.65,2
MPO,4353,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,6.58,5
STAT3,6774,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,6.45,2
ALB,213,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,6.26,2
GPT,2875,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,6.26,5
JUN,3725,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,6.22,2
PROM,246493,Graves Ophthalmopathy,MESH:D049970,,Prednisone,6.22,1
IL10,3586,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,6.18,5
SOD2,6648,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,6.06,5
CYP3A4,1576,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,6.04,5
IFNG,3458,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,6.02,2
ESR1,2099,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,6.00,5
VEGFA,7422,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,6.00,2
CDKN1A,1026,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,5.78,2
CXCL8,3576,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,5.74,5
HSPD1-PS7,292958,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,5.71,1
OR6C232-PS1,405268,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,5.71,1
SV2C,22987,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",5.68,1
MYH4,4622,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",5.64,1
NFE2L2,4780,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,5.63,5
MYH2,4620,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",5.60,1
ANKRD2,26287,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",5.59,1
NOS2,4843,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,5.59,5
CASP9,842,Graves Ophthalmopathy,MESH:D049970,,Prednisone|Rosiglitazone,5.58,2
COX7A,50002,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,5.56,1
SV2A,9900,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",5.55,1
G6PC,100857298,Graves Ophthalmopathy,MESH:D049970,,Prednisone,5.46,1
VOM2R-PS45,286982,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,5.45,1
MYOD1,4654,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",5.39,1
C15H11ORF42,617978,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,5.36,1
C1H21ORF91,540784,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,5.36,1
HMOX1,3162,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,5.35,5
RELA,5970,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,5.35,5
CCL13,6357,Graves Ophthalmopathy,MESH:D049970,,Prednisone,5.34,1
TTN,7273,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",5.33,1
GLNS-PS1,14646,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,5.28,1
KLK1C6,408242,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,5.28,1
SIGLEC17P,284367,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,5.28,1
VOM1R90,266771,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,5.28,1
CAT,847,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,5.25,5
SNAP25,6616,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",5.24,1
LY49I4,494204,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,5.22,1
PPAR,778733,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,5.22,1
DDTL,100037417,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,5.11,1
PTGER4,5734,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",5.10,1
FCER2,2208,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,5.09,4
RELB,5971,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",5.09,1
BCL2,596,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,5.02,5
VOM2R44,266778,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.98,1
GIP,2695,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.94,4
LILRA1,11024,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.94,1
MCPT9,17232,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.94,1
CALCA,796,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",4.91,1
NOTCH1,4851,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",4.91,1
GADD45B,4616,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",4.88,1
TNFAIP3,7128,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",4.88,1
ABCC6P1,653190,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.87,1
OR4B1D,18331,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.87,1
C16ORF46,123775,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.84,1
EDDM3B,64184,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.84,1
LELP1,149018,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.84,1
IL1B,3553,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,4.83,5
TAC1,6863,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",4.83,1
LY6B,110453,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.81,1
LYC2,688047,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.81,1
NMB,4828,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.81,4
ZSWIM2,151112,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.81,1
CESL1,501232,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.79,1
DNAJC5G,285126,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.79,1
SLC22A22,210463,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.79,1
NPHS2,7827,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.78,1
CD2AP,23607,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.76,1
DNAJB7,150353,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.76,1
EDN2,1907,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.76,4
ERICH6,131831,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.76,1
GUCY1B3,422408,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.76,1
HERC5,51191,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.76,4
SLC43A3,29015,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.76,4
SLC67A1-AS,5003,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.76,1
SMS,6611,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.76,4
CSF2,1437,Graves Ophthalmopathy,MESH:D049970,,"Botulinum Toxins, Type A",4.74,1
MOGAT3,346606,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.74,1
PPARAA,563298,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.74,1
PRELP,5549,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.73,4
CFAP276,127003,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.71,1
SSMEM1,136263,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.71,1
F8,2157,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.70,4
GPM6B,2824,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.70,4
HERC6,55008,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.70,4
CLGN,1047,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.68,4
APOA1A,30355,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.67,1
OASL,8638,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.67,4
RT1-M3-1,24747,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.67,1
IFI35,3430,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.65,4
OAS1,4938,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.65,4
ACAN,176,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.64,1
IL4R,3566,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.64,4
CYP2K18,393484,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.63,1
IFI44L,10964,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.63,4
OAS3,4940,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.63,4
SLC22A10,387775,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.63,1
ZCWPW2,152098,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.63,1
RNF19B,127544,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.62,4
CD1A,909,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.61,1
GBP1,2633,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.61,4
STAT4,6775,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.61,4
TBC1D21,161514,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.61,1
UST4R,171397,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.61,1
IFI6,2537,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.59,4
ANTXR1,84168,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.58,4
RIPK2,8767,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.58,4
IFIH1,64135,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.57,4
LINGO4,339398,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.57,1
OSTN,344901,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.57,1
C11ORF24,53838,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.56,1
CIMIP2A,401565,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.56,1
CYP2A7,1549,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.56,1
ZNF175,7728,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.56,1
ZNF681,148213,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.56,1
LY6E,4061,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.55,4
RIGI,23586,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.55,4
ADAM18,8749,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.54,1
ADIG,149685,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.54,1
B3GNT4,79369,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.54,1
MS4A10,341116,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.54,1
ACKR3,57007,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.53,4
BST2,684,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.53,4
IFI27,3429,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.53,4
LCTL,197021,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.53,1
CCDC153,270150,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.51,1
DNAJC5B,85479,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.51,1
NPHS1,4868,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.51,1
SERPINC1,462,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.51,1
SOHLH2,54937,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.51,1
TGTP2,100039796,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.51,1
TMPRSS11D,9407,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.50,1
CASP3,836,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone|Rosiglitazone,4.49,5
PTPRC,5788,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.49,1
APOEA,553587,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.48,1
DMD,1756,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.48,4
EFEMP1,2202,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.48,4
FBLN1,2192,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.48,4
MRPS36,66128,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.48,1
RNASE3,6037,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.48,1
ARLN,401152,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.47,1
CYP4F5,286905,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.47,1
FTMT,94033,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.47,1
GOT1L1,137362,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.47,1
IFI44,10561,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.47,4
ZDHHC15,158866,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.47,1
ARXES2,76976,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.45,1
GNAT3,346562,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.45,1
KIAA0040,9674,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.45,1
SLCO1A6,28254,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.45,1
PGAP4,84302,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.44,1
STAT6,6778,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.44,4
BTBD16,118663,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.43,1
RSAD2,91543,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.43,4
IL23A,51561,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.41,4
PRM2,5620,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.41,1
